avg_wind_speed,sol_rad,max_air_temp,min_air_temp,avg_air_temp,avg_rel_hum,avg_dewpt_temp,precip,pot_evapot,avg_soiltemp_4in_sod,OUTPUT
3,25.48,94.9,74.7,84.1,73.4,73.9,0,0.16,81.2,-4.6
3,28.28,94.7,74.7,84.5,69.4,72.5,0,0.18,83,-8
2.9,25.55,94.3,70,81.7,68.1,69.6,0,0.16,82.5,-10.2
3.8,27.03,95.1,72.8,84.9,66.7,71.7,0,0.17,82.8,-10.5
3.8,26.04,90.2,68.6,81.6,65.4,68.1,0,0.16,82.6,-9.5
4.1,27.51,94.4,68.5,80.7,65.1,66.8,1.05,0.17,81.4,-9.9
7.1,30.63,82.5,67.5,74.9,60.9,58.7,0.03,0.18,78.5,-7.1
7.2,30.29,83.5,63.9,74.4,54,55.8,0,0.18,76.6,-3.1
6.6,24.68,78.3,60.7,69.6,63.9,56.3,0,0.14,75,0.9
5.7,12.63,71.6,65.4,67.1,69.6,56.7,0,0.06,72.3,3.8
4.1,19.07,76.7,59.7,67.8,72.2,58.2,0,0.1,72.3,3.7
1.7,21.94,80.8,57,70.3,74,60.9,0,0.12,73.1,2.9
5,2.73,71,64.7,67.7,90.7,64.8,0.52,0,71.5,4.5
5.4,15.44,78.6,63.1,69.1,82.2,63.1,0.01,0.08,71.4,2.4
3.1,28.07,84.4,61.2,73.1,65.8,59.2,0,0.17,73.5,1.7
3.6,27.28,87.1,64.5,75.4,66.9,62.9,0,0.16,75.9,-1.7
4.1,20.36,84.6,65.6,72.4,79.2,65.4,0,0.11,76.1,-1.9
4.1,24.77,80.7,63.1,71.9,78.8,64.7,0,0.14,76,-1
4.8,17.23,85,69.5,77.5,74.3,68.4,0,0.1,76,-2.9
5,14.69,83.5,64.8,76.2,76.6,68.1,0.05,0.08,76,-5.6
2.8,14.22,77.7,61,70.6,73.4,61.3,0,0.07,73.8,-2.8
2.8,28.66,84,58.9,72.6,70.6,61.5,0,0.17,75.2,-2.9
5.4,15.02,78.8,63.7,72.8,69,61.9,0,0.08,74.2,-2
4.7,14.74,87.8,65.9,75.3,78.7,67.6,0.82,0.08,74.2,-2
3.2,24.34,82.1,61.8,72.6,72.7,62.8,0,0.14,75,-1.5
8.5,25.7,75.1,58.6,67.2,57.2,51.2,0,0.14,73.1,2.1
5.5,14.04,71.8,59.8,64.5,66.7,53,0,0.07,70.4,4.8
2.3,19.95,76.9,54.2,66.3,69.8,55.5,0,0.11,71,3.2
2.3,27.89,80.3,53.8,68.9,68.4,57.1,0,0.16,72.3,2.6
4.5,13.98,77.4,61.5,71.1,67.9,59.9,0,0.07,72.2,2.3
3.9,22.04,79.8,58.9,69.3,74.7,60.4,0,0.12,72.2,2.7
3,25.64,84.1,61.3,71.8,73.3,61.8,0,0.15,73.5,0.8
4.4,27.22,85.4,58.3,74.7,73.8,65,0.68,0.16,75.2,-0.7
5.7,26.85,83.3,64.3,73.6,69.6,61.8,0.25,0.16,75.2,-3.2
4.4,24.24,82.6,63.2,72.4,68.8,60.8,0,0.14,74.2,-2.1
3.2,25.26,86.1,60.6,74.2,70.6,63.1,0,0.15,74.9,-2.6
2.9,12.14,88.9,66.3,72.8,81.7,66.5,1.86,0.06,74.5,-0.9
3.4,26.31,79.8,61.5,70.4,73.2,60.3,0,0.15,74.9,-0.4
2.4,19.34,81.7,58.8,70.9,73.4,61.2,0,0.11,74.3,0.9
3.6,27.75,81.5,59.9,70.6,68,58.5,0,0.16,74.5,-0.6
2.8,9.35,75.3,59.7,67.1,81.4,61,0.11,0.04,72,5.1
3.9,26.16,79.2,56.7,69,72.2,58.6,0,0.15,72.1,7.5
5,11.74,83.4,62.4,72.8,80.2,66.2,0,0.09,72.3,5.9
3.5,12.71,84.1,67.2,74,85.6,69.1,0.69,0.08,73.6,4.2
3.8,17.03,80.4,64.5,71.7,83.9,66.2,0,0.11,74.5,2.4
2.5,25.21,81.8,60.5,70.9,72.3,60.9,0,0.17,75.2,1.3
